CustomerID,Region,ContractType,age_missing,Age_imputed,is_male,MonthlyCharges_clean,charge_invalid,tenure_months,signup_year,signed_up_in_window,call_mean,call_median,call_min,call_max,call_sd,call_cv,call_slope,call_rel_slope,call_halfratio,call_last_minus_first,call_trend_r2,call_declining,data_mean,data_median,data_min,data_max,data_sd,data_cv,data_slope,data_rel_slope,data_halfratio,data_last_minus_first,data_trend_r2,data_declining,sms_mean,sms_median,sms_min,sms_max,sms_sd,sms_cv,sms_slope,sms_rel_slope,sms_halfratio,sms_last_minus_first,sms_trend_r2,sms_declining,comp_mean,comp_median,comp_min,comp_max,comp_sd,comp_cv,comp_slope,comp_rel_slope,comp_halfratio,comp_last_minus_first,comp_trend_r2,comp_declining,n_zero_data_months,n_complaint_months,complaints_total,call_hours,complaints_per_call_hour,data_per_call_min,sms_per_call_min,zero_data_complaint_interaction,Churn,dq_dup_conflict
CUST_10,Urban,Prepaid,1,43.0,0,47.81,0,20.0,2022,0,628.3516666666668,637.46,534.43,681.1,37.64742794077116,0.059914582769369305,1.2611188811188603,0.002007027191968712,1.023922234669172,2.9600000000000364,0.013371995622911335,0,8.602500000000001,10.445,0.0,14.72,4.642246447931576,0.5396392267284599,0.2605244755244753,0.030284739962159284,1.7310426540284363,7.26,0.03753146066314862,0,23.083333333333332,21.0,3.0,43.0,12.874123486884674,0.557723761164679,0.8356643356643345,0.03620206508293146,1.696969696969697,3.0,0.05020918663186229,0,1.0,1.0,0.0,3.0,0.9128709291752769,0.9128709291752769,-0.05594405594405596,-0.05594405594405596,0.3333333333333333,-2.0,0.044755244755244755,1,1,8,12,125.67033333333335,0.0954879300603961,0.013690581972409292,0.03673632864823572,12,0,0
CUST_11,Suburban,Monthly,1,43.0,0,47.74,0,33.0,2021,0,507.65500000000003,498.005,428.8,576.9,40.26251513504839,0.07931078219469598,-1.7097202797202937,-0.0033678783420241967,0.9322665553066829,72.58000000000004,0.02148835228975725,1,9.571666666666665,10.495000000000001,4.96,14.12,3.1288411947911676,0.3268857246865229,-0.4130069930069934,-0.04314891098801951,0.6326530612244897,2.5599999999999996,0.20763595504939322,1,27.083333333333332,25.0,4.0,48.0,12.552943435262062,0.4634932960712146,-0.41608391608391737,-0.015363098440021565,0.7835051546391751,-14.0,0.013092588078265218,1,0.16666666666666666,0.0,0.0,1.0,0.3726779962499649,2.2360679774997894,-0.027972027972027986,-0.16783216783216792,0.0,0.0,0.06713286713286716,1,0,2,2,101.531,0.019698417232175393,0.018854668360730544,0.05334988000380836,0,0,0
CUST_12,Urban,Yearly,0,41.0,0,58.25,0,17.0,2022,0,455.50499999999994,454.315,340.15,621.05,68.93844397963542,0.1513450872759584,7.941748251748229,0.01743504078275371,1.1807770160956559,10.29000000000002,0.15814813337472974,0,9.230833333333335,9.14,4.81,13.97,3.240456393610148,0.351047004814677,0.04870629370629304,0.005276478509303208,0.842688330871492,0.6799999999999997,0.0026922326995279413,0,26.083333333333332,28.5,6.0,49.0,13.181162906039647,0.5053480986341079,-0.49300699300699463,-0.018901226568958263,0.7553191489361702,23.0,0.01667068692129646,1,0.5833333333333334,0.0,0.0,2.0,0.7592027982620247,1.301490511306328,-0.02447552447552452,-0.041958041958042036,1.0,0.0,0.012385205156289493,1,0,5,7,91.10099999999998,0.0768377954138813,0.020265053804751507,0.05726245229653535,0,0,0
CUST_13,Suburban,Monthly,0,53.0,1,33.52,0,22.0,2022,0,500.37416666666667,498.515,414.54,604.47,53.97760128953696,0.10787447651248375,-7.170174825174853,-0.014329626313325235,0.9346515815147296,-148.23000000000002,0.21027474699996235,1,9.785,9.89,5.6,12.7,1.9668947607841147,0.2010112172492708,-0.19657342657342688,-0.02008926178573601,0.8115942028985509,0.370000000000001,0.11902608819511878,1,25.666666666666668,28.0,4.0,47.0,17.128598567567895,0.6673479961390089,0.454545454545452,0.017709563164108516,0.8533333333333333,2.0,0.00839200564631354,0,0.5,0.0,0.0,2.0,0.6454972243679028,1.2909944487358056,0.02797202797202794,0.05594405594405588,1.5,0.0,0.02237762237762237,0,0,5,6,100.07483333333333,0.05995513357504135,0.019555366067725986,0.051294947614202044,0,0,0
CUST_14,Suburban,Monthly,1,43.0,1,53.38,0,7.0,2023,1,463.87416666666667,519.99,196.47,628.3,153.32721173242174,0.330536215961775,-33.160314685314695,-0.07148558179818455,0.37600748978256826,-368.0799999999999,0.5573828499557402,1,6.675833333333333,6.5,2.34,13.29,3.3332403112020326,0.4992995098542553,-0.22234265734265735,-0.0333056033967281,0.5098634294385432,-4.61,0.05302334529203254,1,15.0,9.5,0.0,49.0,13.814243856734734,0.9209495904489823,0.3986013986013979,0.02657342657342653,0.8999999999999999,0.0,0.00992151952850643,0,1.0,1.0,0.0,2.0,0.7071067811865476,0.7071067811865476,0.1328671328671328,0.1328671328671328,5.000000000000001,1.0,0.4207459207459208,0,0,9,12,92.77483333333333,0.1293454223397509,0.014391474699496452,0.03233635558493773,0,0,0
CUST_15,Suburban,Monthly,0,41.0,1,45.23,0,58.0,2019,0,483.0841666666667,469.42499999999995,404.0,587.46,52.15180812754456,0.10795594582906269,0.10101398601396117,0.00020910224963688762,0.9884370121451062,66.34000000000003,4.470736444451825e-05,0,9.034999999999998,9.26,5.28,12.69,2.205347667224679,0.2440893931626651,-0.325384615384616,-0.03601379251628291,0.8154865713289153,-3.3199999999999994,0.25941476583239204,1,27.25,25.5,1.0,49.0,14.526556141540683,0.5330846290473645,0.8006993006992983,0.029383460576121036,1.139240506329114,-7.0,0.03620498368252342,0,0.5,0.5,0.0,1.0,0.5,1.0,0.027972027972027958,0.055944055944055916,2.0,0.0,0.037296037296037296,0,0,6,6,96.61683333333333,0.06210097964295387,0.018702745035802937,0.05640838984234976,0,0,0
CUST_16,Urban,Monthly,0,20.0,0,20.03,0,71.0,2018,0,409.37500000000006,396.29499999999996,303.01,512.36,52.00792175236385,0.1270422516088277,-7.02888111888114,-0.017169785939251638,0.8748562843959344,-14.129999999999995,0.21766479306722888,1,10.740833333333333,11.415,7.28,15.15,2.5770702303628092,0.2399320565160502,0.08374125874125847,0.0077965327402832,1.0670989568649563,0.379999999999999,0.012582914697620256,0,27.333333333333332,27.0,3.0,48.0,15.260697523012796,0.5583182020614438,-1.636363636363636,-0.05986696230598668,0.7075471698113207,-6.0,0.13701422623178347,1,0.75,0.0,0.0,3.0,1.1636866703140785,1.551582227085438,-0.1503496503496504,-0.20046620046620053,0.3333333333333333,-3.0,0.19892415277030662,1,0,4,9,81.87500000000001,0.10992366412213739,0.026237150127226456,0.06676844783715012,0,1,0
CUST_17,Rural,Prepaid,1,43.0,1,33.75,0,27.0,2021,0,496.59250000000003,497.025,353.64,554.25,52.96063917744321,0.10664808505453306,-8.101433566433586,-0.016314047365664174,0.8630452425096166,-49.75999999999999,0.2788509353881726,1,8.742500000000001,10.35,2.48,11.59,3.099949260337444,0.35458384447668784,0.07262237762237697,0.00830682043149865,0.9592156862745099,5.24,0.006540132506144667,0,21.75,25.0,0.0,49.0,16.857861667483217,0.7750740996544008,0.0034965034965021573,0.00016075878144837505,1.1951219512195121,5.0,5.12646213108056e-07,0,0.4166666666666667,0.0,0.0,2.0,0.6400954789890506,1.5362291495737215,0.01048951048951046,0.025174825174825104,2.0,0.0,0.003200189640867607,0,0,4,5,99.31850000000001,0.050343088145713026,0.01760497792455585,0.04379848668677033,0,0,0
CUST_18,Suburban,Monthly,0,19.0,0,38.12,0,63.0,2018,0,503.57,512.39,411.55,594.24,53.72749761528076,0.10669320574156674,-3.5218881118881455,-0.006993840204714628,0.9521988162667854,-8.680000000000007,0.05120503572632591,1,11.400833333333331,12.125,4.47,15.41,2.991837390671863,0.26242269342929875,0.11241258741258699,0.009860032519194825,0.9536216779572696,-0.33999999999999986,0.01682320390018266,0,26.083333333333332,28.5,2.0,46.0,13.804940741954994,0.5292629038449199,0.8986013986013978,0.034451171831363495,1.577777777777778,12.0,0.05049168664662597,0,0.3333333333333333,0.0,0.0,1.0,0.4714045207910317,1.4142135623730951,-0.04895104895104896,-0.14685314685314688,0.0,-1.0,0.12849650349650346,1,0,4,4,100.714,0.039716424727446034,0.022640016945674545,0.05179683724871087,0,0,0
CUST_19,Rural,Prepaid,0,41.0,0,75.06,0,25.0,2021,0,510.39000000000004,500.90999999999997,450.13,623.22,43.731262654230946,0.08568205226244821,4.366783216783174,0.008555777379617888,1.079372582438433,-20.220000000000027,0.11882122419374899,0,9.172500000000001,9.085,3.39,14.25,3.0157589564375553,0.32878266082720686,0.21548951048951023,0.02349299651016737,1.2764683875794989,5.59,0.06084344666410203,0,25.166666666666668,25.5,1.0,47.0,12.150674421154115,0.4828082551451966,-0.9790209790209802,-0.03890149585513828,0.7564102564102565,6.0,0.0773638402989297,1,0.25,0.0,0.0,1.0,0.4330127018922193,1.7320508075688772,-0.03846153846153847,-0.15384615384615388,0.0,0.0,0.09401709401709403,1,0,3,3,102.078,0.029389290542526304,0.017971551166754834,0.04930869857690524,0,0,0
CUST_20,Urban,Prepaid,0,61.0,1,56.79,0,55.0,2019,0,419.3158333333333,441.155,338.36,481.78,48.37715326100626,0.1153716349712677,7.539685314685297,0.017980922052832804,1.1163643491257154,113.80000000000001,0.28945470530607176,0,9.820000000000002,10.325,4.53,16.12,3.209989615767212,0.32688285292945124,0.25930069930069893,0.026405366527566077,1.1493531948255589,2.3999999999999986,0.07775976017538383,0,21.666666666666668,20.0,8.0,38.0,9.893881386437219,0.45664067937402547,-4.235844958605253e-16,-1.9550053655101168e-17,0.9206349206349206,-15.0,1.8784936980886597e-35,1,0.4166666666666667,0.0,0.0,1.0,0.4930066485916347,1.1832159566199232,-0.0034965034965035143,-0.008391608391608433,1.0,0.0,0.0005994005994005987,1,0,5,5,83.86316666666666,0.059620930126257264,0.023419101353593857,0.05167147277608963,0,0,0
CUST_21,Urban,Prepaid,0,47.0,0,54.06,0,36.0,2020,0,509.7324999999999,580.28,233.92,634.4,150.68279635960437,0.2956115145877581,-31.768706293706327,-0.06232427065903456,0.42880574998718557,-307.48,0.5296957740511861,1,9.206666666666667,9.845,2.56,16.01,4.1627521611976315,0.45214541939148784,-0.7799300699300706,-0.08471362091926907,0.3307059629883482,-9.67,0.4183165152375806,1,24.833333333333332,24.0,5.0,44.0,13.921406378507726,0.5605935454432641,-0.6573426573426583,-0.026470174121180873,0.7831325301204819,-28.0,0.02656881601986949,1,0.25,0.0,0.0,1.0,0.4330127018922193,1.7320508075688772,-0.04545454545454549,-0.18181818181818196,0.0,0.0,0.13131313131313133,1,0,3,3,101.94649999999999,0.029427199560553823,0.018061761152499925,0.04871836371691689,0,0,0
CUST_22,Rural,Prepaid,0,55.0,1,42.7,0,39.0,2020,0,566.7741666666667,563.77,469.37,673.43,61.57309767779179,0.10863779843728197,10.492622377622332,0.018512880428781596,1.147741850699942,167.64999999999998,0.34605160806089985,0,9.187499999999998,9.27,3.3,16.47,3.7286997845540384,0.4058448745092832,-0.7267482517482519,-0.07910185053042199,0.46957801766437685,-11.46,0.4526973451286002,1,30.166666666666668,34.5,1.0,49.0,12.798654443165326,0.42426478817122626,-1.2797202797202802,-0.04242166673105901,0.7307692307692308,-19.0,0.11913963601262229,1,0.75,0.5,0.0,2.0,0.82915619758885,1.1055415967851332,-0.10139860139860139,-0.1351981351981352,0.5,-1.0,0.17821572367026917,1,0,6,9,113.35483333333333,0.0793967026843437,0.016210160131386837,0.05322519698468967,0,0,0
CUST_23,Suburban,Monthly,1,43.0,0,42.31,0,12.0,2022,0,519.3891666666667,513.075,444.86,574.29,36.26064084245554,0.06981401070640134,4.561433566433543,0.008782304020139443,1.0430667743672588,-6.300000000000011,0.18857605635224278,0,11.615,10.86,8.24,18.32,3.1184758563546175,0.26848694415450863,-0.5346853146853153,-0.0460340348416113,0.7471716674864732,-6.41,0.35032129030434084,1,26.75,28.5,6.0,43.0,10.97060466276434,0.41011606215941454,-0.5979020979020987,-0.022351480295405558,0.8645833333333334,-14.0,0.0353959697909845,1,0.6666666666666666,0.0,0.0,2.0,0.8498365855987975,1.2747548783981963,-0.09790209790209795,-0.14685314685314693,0.5,-1.0,0.15814954276492738,1,0,5,8,103.87783333333333,0.07701354315245312,0.022362807592893573,0.051502806983203024,0,0,0
CUST_24,Urban,Prepaid,0,38.0,0,32.26,0,66.0,2018,0,383.81333333333333,396.70500000000004,308.13,445.47,38.94266754545143,0.1014625187906919,-1.9244755244755474,-0.0050140924176914495,0.9921740180851797,-79.44,0.029102358176083094,1,10.635833333333336,11.265,7.29,15.39,2.4622599995848438,0.23150607220103517,0.23849650349650267,0.022423866191005497,1.0485762144053599,3.41,0.11180236861909804,0,28.0,26.0,6.0,46.0,12.897028081435403,0.4606081457655501,-0.8041958041958056,-0.028721278721278772,0.8247422680412371,-21.0,0.046333926594447634,1,0.08333333333333333,0.0,0.0,1.0,0.2763853991962833,3.3166247903554,0.017482517482517487,0.20979020979020985,,0.0,0.04767959313413861,0,0,1,1,76.76266666666668,0.013027165983464182,0.027710953241158902,0.07295212950739943,0,0,0
CUST_25,Suburban,Prepaid,0,50.0,1,45.1,0,19.0,2022,0,473.1716666666666,484.66499999999996,347.6,527.53,45.28110161964799,0.09569698443408065,0.2904195804195351,0.0006137721272819275,1.0361503370423217,-2.5100000000000477,0.0004901992141110262,0,8.601666666666667,8.85,4.95,11.84,2.3578374036863146,0.2741140170919955,-0.024265734265734425,-0.0028210502924705784,0.9461031407522296,-1.04,0.0012621586858002395,1,26.583333333333332,30.0,3.0,43.0,10.912212831909432,0.4104907648367185,-0.4440559440559452,-0.01670429883596032,1.0389610389610389,-24.0,0.019733517779823257,1,0.3333333333333333,0.0,0.0,1.0,0.4714045207910317,1.4142135623730951,-0.08391608391608392,-0.2517482517482518,0.0,-1.0,0.37762237762237744,1,0,4,4,94.63433333333333,0.04226795771795296,0.018178744148529605,0.05618116046677915,0,0,0
CUST_26,Suburban,Monthly,0,29.0,0,70.63,0,62.0,2018,0,476.58583333333337,488.595,343.76,595.69,64.99456265185232,0.1363753559296293,6.508986013986004,0.013657531463872725,1.141094221704359,69.60000000000008,0.11951637621253132,0,10.1025,10.59,2.86,16.38,3.8537516893714536,0.3814651511379811,0.29681818181818137,0.029380666351713082,1.531378836463582,9.65,0.07069168540777634,0,24.333333333333332,26.5,0.0,49.0,15.849991237291656,0.6513695029023968,2.2097902097902087,0.0908132962927483,2.431372549019608,20.0,0.2316321449448384,0,0.5,0.0,0.0,2.0,0.7637626158259734,1.5275252316519468,0.03496503496503495,0.0699300699300699,2.0,0.0,0.024975024975024986,0,0,4,6,95.31716666666668,0.0629477376408237,0.02119765065054738,0.05105760941977922,0,0,0
CUST_27,Rural,Monthly,0,39.0,0,30.23,0,30.0,2021,0,436.7716666666667,427.445,388.51,530.42,40.53609787036186,0.09280844194799386,-0.3122377622377827,-0.0007148764127048443,1.0622165080176325,-20.430000000000007,0.0007070363842247545,1,8.183333333333334,8.655000000000001,3.04,12.72,2.8453919862745725,0.34770574170361374,0.29804195804195743,0.036420605870707626,1.4233870967741935,4.96,0.13074509325725592,0,22.833333333333332,21.5,3.0,46.0,12.225883290062205,0.5354401440903156,-7.96728218810218e-16,-3.489320666322123e-17,1.064516129032258,-18.0,1.2302196231303538e-35,1,0.25,0.0,0.0,1.0,0.4330127018922193,1.7320508075688772,-0.0174825174825175,-0.06993006993007,0.0,0.0,0.019425019425019428,1,0,3,3,87.35433333333334,0.03434288701571759,0.018735952805241488,0.05227750579059234,0,1,0
CUST_28,Urban,Monthly,1,43.0,0,41.2,0,16.0,2022,0,522.4708333333333,522.655,469.62,589.8,32.41250902000988,0.062036973075070945,-1.8247902097902353,-0.0034926164167828865,0.9704143139334735,20.56000000000006,0.03777072965540664,1,8.520833333333332,7.555,5.39,14.61,2.9587932741049836,0.34724224243774876,-0.10206293706293774,-0.011978046403474357,0.9732668781150884,-0.33999999999999986,0.014179524571730315,1,19.666666666666668,16.0,2.0,49.0,15.64892612574067,0.7957081080885087,0.8181818181818177,0.041602465331278864,1.7894736842105265,15.0,0.032575070120442196,0,1.25,1.0,0.0,3.0,1.0897247358851685,0.8717797887081348,-0.010489510489510594,-0.008391608391608475,0.7999999999999999,2.0,0.0011041589988958409,1,0,8,15,104.49416666666666,0.14354868294083403,0.01630872536744475,0.0376416546378187,0,0,0
CUST_29,Rural,Yearly,0,42.0,0,63.89,0,28.0,2021,0,414.3566666666666,404.875,337.97,517.9,56.27533079028105,0.13581374530062118,-1.5751748251748416,-0.0038014950690826144,1.054433398208055,-64.10000000000002,0.00933633019372498,1,10.080833333333333,10.815,4.52,13.7,2.945064963441195,0.29214499100020125,0.02660839160839067,0.0026395031768263874,1.2538226299694186,0.040000000000000924,0.0009727523318514723,0,26.0,31.0,2.0,47.0,16.517667309076465,0.635294896502941,-0.5664335664335675,-0.021785906401291057,0.9390243902439025,-11.0,0.01401378096552196,1,0.6666666666666666,0.5,0.0,2.0,0.7453559924999298,1.1180339887498947,0.013986013986013932,0.0209790209790209,1.5,-1.0,0.0041958041958041975,0,0,6,8,82.87133333333333,0.0965351910994554,0.02432887930687733,0.062747874214646,0,1,0
CUST_30,Urban,Prepaid,1,43.0,0,63.85,0,55.0,2019,0,565.4066666666668,555.645,512.92,627.4,39.64635257148155,0.07012006562500421,6.128531468531457,0.010839156716460347,1.1013773321299194,26.840000000000032,0.2847483096812129,0,9.198333333333332,9.605,4.95,12.94,2.5760235290505835,0.28005329179749056,0.30237762237762167,0.03287308813672278,1.5740826753367394,4.18,0.1641929236514747,0,33.75,34.5,5.0,49.0,13.342444803458372,0.3953316978802481,1.479020979020977,0.04382284382284376,1.4534883720930232,23.0,0.14643086579891726,0,0.4166666666666667,0.0,0.0,2.0,0.6400954789890506,1.5362291495737215,0.0804195804195804,0.19300699300699295,,0.0,0.18810003555766272,0,0,4,5,113.08133333333335,0.04421596255202744,0.016268526488309298,0.059691549445237045,0,0,0
CUST_31,Rural,Prepaid,0,44.0,0,39.19,0,58.0,2019,0,588.8283333333333,594.15,488.36,698.77,53.47523037714647,0.0908163336407835,-2.2423776223776533,-0.0038082026550652626,0.9494786534859295,-3.810000000000059,0.020954001201720317,1,10.235000000000001,9.935,7.88,13.55,1.6937015675732252,0.16548134514638252,0.02440559440559394,0.0023845231466139657,1.0153096729297146,-0.7400000000000002,0.0024743423671481626,0,23.166666666666668,22.5,3.0,47.0,16.247221984764725,0.7013189345941607,-1.7132867132867136,-0.07395482215626101,0.4375,-33.0,0.1325124417831984,1,0.8333333333333334,1.0,0.0,2.0,0.7993052538854533,0.9591663046625438,-0.041958041958041994,-0.05034965034965039,1.0,-1.0,0.03283672848890241,1,0,7,10,117.76566666666666,0.08491439214032387,0.017381976071124298,0.039343668358350056,0,0,0
